client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
20cab45f0432a6e96e3ecaceef71149c21bbc7fd1559b8aa1152319ef7530bf98f08d3f5592b3b96321e08ee4132c2b818beb0f0ea9a48987d9d778aa8f28567	common_voice_ko_36506457.mp3	마스크 잘 쓰고 다니고, 길 조심해서 다녀와.	2	1					ko	
4104cffee3d0e51256b4e7f987f63361d0cd5bf75e2b13e1d4f452f595d0b8c504ed6e7711a4d701c84fc6888c227def06e498802d2b2f96d295538375641ccf	common_voice_ko_37339106.mp3	엘리베이터만 십 년이에요	2	0					ko	
4c2af7b72349592eb9afbe7d66363575a08b459eef8a41c14c81b861272cc4b77e7fb4f3780dddb20eea8b2cd84ccf8ad2a23d8858f592553da3faf55d1063c8	common_voice_ko_37018708.mp3	저리 안 가?	2	0	twenties	male			ko	
68adf3e0bbc7eb79962e72d2228e7a2c8d0191f625a8db6c252117f472381e1e2005a889c9b57178889070cba3a9821575d005d8feb35f917739c2e764bbc9f2	common_voice_ko_36890362.mp3	학부형 중에서 한 사람이 나서며 물었다.	2	0					ko	
832e171301367131ad9deffaab1d5a1002422b9f03697260ad7b33b91d40698cb6bbe0126add010970580e209068f781be3aafa561e5fcae0aece23971ae4498	common_voice_ko_36800708.mp3	민수는 지갑 속에서 돈을 내어 덕호 앞으로 밀어 놓았다.	2	0			사투리가 조금 있는		ko	
8efecdcc7386b6eca655fb33cecd2b25e9ac6f82d217027404e102a4da52871fe9c3f8b5f1fec1feff2925964733e42f8d8fe3729c8c4804b8e68ae74c5fb49d	common_voice_ko_37179244.mp3	그만 갤 것이지 어이 이리 굳이 오노.	2	0					ko	
b8dfc7ff00a7a00b25617524829a5acd6e93fa1c09060e3d7570a481e8e061ae5862a974cc1c02f913839e5b84a3e4f3c198ae604ca1c08cd75d183d201516b9	common_voice_ko_35866053.mp3	그는 놀라 자세히 보니 그가 찾아가던 동무였다.	2	0					ko	
87ca7243a55c1bcbec8a3276d1cba7d0db63e1df808ee1e12bb58ab1ac844e3ee14a1752ec9c80ad95c4cc22b55f0c253bab43015c04a2a528d20c3de1bf9f4b	common_voice_ko_36331016.mp3	신철이는 무슨 고리타분한 냄새를 후끈 맡으며 방으로 들어앉았다.	2	0	teens	female			ko	
87ca7243a55c1bcbec8a3276d1cba7d0db63e1df808ee1e12bb58ab1ac844e3ee14a1752ec9c80ad95c4cc22b55f0c253bab43015c04a2a528d20c3de1bf9f4b	common_voice_ko_36331017.mp3	영신의 저고리는 수세미가 되고 치마 주름까지 주루루 트더졌다.	2	0	teens	female			ko	
03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d	common_voice_ko_36838371.mp3	친정붙이나 되는 것처럼 영신을 반가이 맞아들인다.	2	0					ko	
03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d	common_voice_ko_36838372.mp3	일평생에 다시 돌아올수 없는 청춘 시기를 어디까지든지 청춘으로 지내 보겠다.	2	0					ko	
03643e0c842d570b85f9022037b92039f187bb3afc09c81c870de59073fa44861c8cf7cee59b285f207fc89910cfb849a88f0a4d82e89f47b1d4e58eb1b8e89d	common_voice_ko_36838377.mp3	내다보니까 언덕 아래 어떤 집에 불이 붙으며 사람들이 왔다갔다 야단이었습니다.	2	0					ko	
43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab	common_voice_ko_36474940.mp3	오늘은 다행히 담배 꼬투리나마 있으니 그것을 빨면서 발새를 우벼 내지 않았다.	2	0	twenties	male			ko	
43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab	common_voice_ko_36474949.mp3	내 뱃속으루 났어두 당최 그눔의 속을 들여다볼 수가 있어야지.	2	1	twenties	male			ko	
43a407d3feba7343cb4a7769b20da7346645beccc50b181ff5be9b50ad0241e71bab586802d4385f6120f1942a4a1549f6e96eb57482c8ccfffd2bf927e317ab	common_voice_ko_36655275.mp3	돌아와 보니까 춘우가 와서 자리를 깔고 잠이 혼곤히 들어잔다.	2	0	twenties	male			ko	
3f3d92676cd260ad75fffc17366f87283d4eeb4bd04a2978bb773c5f990a1360b6e58dfcc4784b7d4695ea214b3a022a986ac89d9added03313888e2afc99105	common_voice_ko_36802408.mp3	내가 너로 여자와 원수가 되게하고 너의 후손도 여자의 후손과 원수가 되게 하리니	2	0	teens	male			ko	
3f3d92676cd260ad75fffc17366f87283d4eeb4bd04a2978bb773c5f990a1360b6e58dfcc4784b7d4695ea214b3a022a986ac89d9added03313888e2afc99105	common_voice_ko_36802409.mp3	그래서 한창 나이에 영양이 대단히 부족되어 건강을 상한 것이었다.	2	0	teens	male			ko	
3f3d92676cd260ad75fffc17366f87283d4eeb4bd04a2978bb773c5f990a1360b6e58dfcc4784b7d4695ea214b3a022a986ac89d9added03313888e2afc99105	common_voice_ko_36802470.mp3	그 밤을 고스란히 새우고 난 첫째네 모자는 아침이면 이서방이 오겠지 하고 기다렸다.	2	0	teens	male			ko	
3f3d92676cd260ad75fffc17366f87283d4eeb4bd04a2978bb773c5f990a1360b6e58dfcc4784b7d4695ea214b3a022a986ac89d9added03313888e2afc99105	common_voice_ko_36802490.mp3	그이를 사랑하게 된 뒤로부터 나는 하나님께 대한 신앙심까지 엷어졌다.	2	1	teens	male			ko	
5f207fb8f79134e80815aa2b039c8e4f7fe241bae9a3af6d81efa64d669112d94223788f02b80f072ba5aecc33d027c2f2be0efac3eef554bdeee548f829c96a	common_voice_ko_36305781.mp3	가끔가끔 떨리는 한숨을 쉬기도 하고 고개를 장판 위에 부딪칠 것처럼 꼬박꼬박 하였다.	2	0					ko	
5f207fb8f79134e80815aa2b039c8e4f7fe241bae9a3af6d81efa64d669112d94223788f02b80f072ba5aecc33d027c2f2be0efac3eef554bdeee548f829c96a	common_voice_ko_36305784.mp3	오 저런, 무언가가 망가졌군요!	2	0					ko	
5f207fb8f79134e80815aa2b039c8e4f7fe241bae9a3af6d81efa64d669112d94223788f02b80f072ba5aecc33d027c2f2be0efac3eef554bdeee548f829c96a	common_voice_ko_36305785.mp3	이것 뿐으로도 상당한데, 게다가 이 예배당에는 피아노도 한 대 있었습니다.	2	0					ko	
